"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink","emoji"
"EamonRyan","2019-09-29 09:07","16","45","Batten down the hatches for Thursday, #Lorenzo might be coming our way. #ClimateChange https://twitter.com/NHC_Atlantic/status/1178141688990072832 …","","","#Lorenzo #ClimateChange","1178219859643162624","https://twitter.com/EamonRyan/status/1178219859643162624",""
"Rorymon","2019-09-29 07:10","0","0","I was just watching his bit from 30 years ago or so about Climate Change.    Idiots in the comments were saying. Show this to Greta thinking he was shitting on the theory. He was really saying, yes. It's climate change, the Earth is going to kill us & then rejuvenate.","","","","1178190224213647360","https://twitter.com/Rorymon/status/1178190224213647360",""
"PierceKennedy","2019-09-29 00:29","0","0","Ooo yeah Olan; how much qualifications or knowledge has #GretaThurnberg on matters relating to #ClimateChange while preaching on the #ClimateEmergency demanding #ClimateAction from the elite who fund and coach her....🤫","","","#GretaThurnberg #ClimateChange #ClimateEmergency #ClimateAction","1178089494760841216","https://twitter.com/PierceKennedy/status/1178089494760841216","🤫"
"emmadaylight13","2019-09-28 22:52","0","14","The amount of people on this hashtag bitching and moaning about how Ireland “is minuscule” and doesn’t really affect climate change, is FRIGHTENING and just reminds me why I hate the backwards energy of the people living in the country. #raydarcyshow","","","#raydarcyshow","1178065015661838337","https://twitter.com/emmadaylight13/status/1178065015661838337",""
"emmadaylight13","2019-09-28 22:47","1","7","The smell of middle aged straight white men in twitter while there are two young speakers on  #raydarcyshow talking about climate change pic.twitter.com/hMyEG3fKMI","","","#raydarcyshow","1178063829584007168","https://twitter.com/emmadaylight13/status/1178063829584007168",""
"cpbyrne","2019-09-28 21:58","0","0","@RTERayDarcyShow You are going to talk to people about climate change. Wheres the balance. The climate change thing is a hoax and they want a grip of your pension fund amongst everyone else. Its all a fraud. Lots of evidence that its a hoax. Why dont you bring on Prof Ray Bates.","","@RTERayDarcyShow","","1178051454520573952","https://twitter.com/cpbyrne/status/1178051454520573952",""
"dulsel14","2019-09-28 21:50","0","0","Losing Alaska: Irish documentary visits Alaskan town that's about to fall into the sea https://jrnl.ie/4824122  Scottyal, Alaska is losing a town because of climate change.1 in 5 Irish people do not think climate change is real . Read this story you just might change your mind","","","","1178049252863414272","https://twitter.com/dulsel14/status/1178049252863414272",""
"Dermopj","2019-09-28 20:08","0","1","How are people to fix this climate change lark if you don't have growth in innovation etc to solve the problem they see as climate change ?","","","","1178023818570407937","https://twitter.com/Dermopj/status/1178023818570407937",""
"Hippoclides","2019-09-28 19:36","0","0","Let's not forget about climate change Tom!","","","","1178015536443203586","https://twitter.com/Hippoclides/status/1178015536443203586",""
"Hippoclides","2019-09-28 18:42","0","15","The Catholic Church and most prominently the pope have been clear about the reality of climate change. Iona is a neo  Con outfit with smells and bells","","","","1178002119581978631","https://twitter.com/Hippoclides/status/1178002119581978631",""
"Hippoclides","2019-09-28 18:37","0","6","Tbf Maria's position on climate change is totally out of line with Catholic Church. As is Ionaist position on migration.  Tbf also they get a pass from Bishops on account of anti choice position","","","","1178000686128275457","https://twitter.com/Hippoclides/status/1178000686128275457",""
"JohnnyH1857","2019-09-28 18:18","0","0","Makes me think of Cal Thomas when he constantly says “we need to wait and see” on climate change. Play this to him every time @cooper_m when he’s denying climate change. https://twitter.com/PoliticsJOE_UK/status/1177291127747227649 …","","@cooper_m","","1177996033042845696","https://twitter.com/JohnnyH1857/status/1177996033042845696",""
"Dermopj","2019-09-28 18:11","0","0","Oh the climate changes all the time but humans are miniscule to this occurrence . We are but a blip on this planet and we have the arrogance to thing we are changing it's climate.","","","","1177994185686814728","https://twitter.com/Dermopj/status/1177994185686814728",""
"GalwayLabour","2019-09-28 17:19","6","23","Cllr @niall_mcnelis in his remarks cites Galway’s history as a port for economic emigration, and the West’s culpability in creating economic devastation in Africa and elsewhere, and in causing climate change that leads to migration. pic.twitter.com/J6I5WuyvYd","","@niall_mcnelis","","1177981198162972673","https://twitter.com/GalwayLabour/status/1177981198162972673",""
"shelllou76","2019-09-28 12:57","0","0","Soccer mams or MUMS you don't own the road in ur bratmobiles #ClimateChange #listentothekidsmearse","","","#ClimateChange #listentothekidsmearse","1177915226655723520","https://twitter.com/shelllou76/status/1177915226655723520",""
"waltlacey7","2019-09-28 09:44","0","0","Between them they’re going to screw us with a Carbon Tax that will not make an iota of difference to climate change. @LeoVaradkar @Paschald","","@LeoVaradkar @Paschald","","1177866776589324289","https://twitter.com/waltlacey7/status/1177866776589324289",""
"jasonkiernan81","2019-09-28 08:57","0","0","Love it @PresidentIRL #JasonMomoa @aquamanmovie #climatechange https://twitter.com/PresidentIRL/status/1177834574090395648 …","","@PresidentIRL @aquamanmovie","#JasonMomoa #climatechange","1177854955727839232","https://twitter.com/jasonkiernan81/status/1177854955727839232",""
"pmaceinri","2019-09-28 08:12","0","5","Pernicious, dishonest and sinister. What is it about climate change denial and Catholic far right?","","","","1177843455587958785","https://twitter.com/pmaceinri/status/1177843455587958785",""
"cpbyrne","2019-09-28 08:09","0","1","If you were willing to carry out some objective investigative journalism you would find that this climate change issue is hoax. It is an effort to get trillions in pension funds released. Who will be the beneficiaries? https://youtu.be/8455KEDitpU https://twitter.com/fotoole/status/1177838899730747392 …","","","","1177842700529348608","https://twitter.com/cpbyrne/status/1177842700529348608",""
"torban69","2019-09-27 21:41","0","1","Forget climate change the BLUE COAT!😀","","","","1177684634655739904","https://twitter.com/torban69/status/1177684634655739904","😀"
"Squarzelfitz","2019-09-27 20:19","0","0","Fact: There is no empirical evidence linking CO2 to global climate change  https://www.heartland.org/multimedia/videos/nir-shaviv-iccc13-panel-1-scientific-observations …","","","","1177663991482654720","https://twitter.com/Squarzelfitz/status/1177663991482654720",""
"Edgillwhl","2019-09-27 18:02","5","16","Sad to hear on @drivetimerte @RTERadio1 that our beloved children's game is at risk as the #horsechestnuttree faces EXTINCTION - along with scores of other native European trees. its on of my favourite trees at home @Mt_Briscoe  #drivetimerte  #ClimateChange  #nature  #Biodiversitypic.twitter.com/QXNPAgzD5X","","@drivetimerte @RTERadio1 @Mt_Briscoe","#horsechestnuttree #drivetimerte #ClimateChange #nature #Biodiversitypic","1177629615722057731","https://twitter.com/Edgillwhl/status/1177629615722057731",""
"martin_orourke","2019-09-27 17:18","0","0","Letterkenny students stepping up again, protesting against actions leading to climate change. Supported by S.I.P.T.U https://youtu.be/bJXoYVW3q_Y  via @YouTube","","@YouTube","","1177618458537795590","https://twitter.com/martin_orourke/status/1177618458537795590",""
"Megan0197","2019-09-27 15:26","0","1","I’m all about helping with climate change but omfg I can’t stand that one Greta","","","","1177590413865160715","https://twitter.com/Megan0197/status/1177590413865160715",""
"TheKaiser95","2019-09-27 10:36","11","148","Bohs winning tonight is more important than climate change.","","","","1177517313106399232","https://twitter.com/TheKaiser95/status/1177517313106399232",""
"LucasOCorcora","2019-09-27 10:22","0","4","Well done @SenLynnRuane, and thank you for consistently defending young people when we face criticism for making a stand.     Climate change won’t affect Sen Craughwell’s generation; it’ll affect ours. It’s young people like @GretaThunberg who are leading this fight for our future.https://twitter.com/newsworthy_ie/status/1177238460048072704 …","","@SenLynnRuane @GretaThunberg","","1177513919713169409","https://twitter.com/LucasOCorcora/status/1177513919713169409",""
"LTovander","2019-09-27 10:11","0","1","How Climate Change Pseudoscience Became Publicly Accepted https://www.theepochtimes.com/how-climate-change-pseudoscience-became-publicly-accepted_3093372.html … via @epochtimes","","@epochtimes","","1177511017737117696","https://twitter.com/LTovander/status/1177511017737117696",""
"rakky_curvelo","2019-09-27 07:00","0","0","“When it comes to climate change, we all know that SHE is the real problem!”. Oh, o love an activist! 🤣 https://twitter.com/GretaThunberg/status/1177206650979135488 …","","","","1177463097117724672","https://twitter.com/rakky_curvelo/status/1177463097117724672","🤣"
"Padraig_McCann","2019-09-26 23:48","0","0","""Being different is not an illness"" - @GretaThunberg  #GretaThunberg #ClimateChange https://twitter.com/GretaThunberg/status/1176930548146692096 …","","@GretaThunberg","#GretaThunberg #ClimateChange","1177354311946424320","https://twitter.com/Padraig_McCann/status/1177354311946424320",""
"TheHillBilly","2019-09-26 22:10","0","0","And why does it worry you?   What is more worrying...  (a) Push for firm action on #ClimateChange inspired & spearheaded by a single teenager?  (b) Continued inaction on #ClimateCrisis by governments, businesses & millions of individuals across the globe?","","","#ClimateChange #ClimateCrisis","1177329532421967888","https://twitter.com/TheHillBilly/status/1177329532421967888",""
"dermotheaney","2019-09-26 22:05","0","1","Well said. My 6 year old relative is on the spectrum, he’s an amazing child, there’s nothing he won’t accomplish in his life. Maybe folk with climate change science reservations could  put a scarf on their username 🧣I’d much prefer that,cos it’s fucked up attacking the messenger","","","","1177328366313181193","https://twitter.com/dermotheaney/status/1177328366313181193","🧣"
"stpatscavangsc","2019-09-26 20:01","0","0","Links:    https://act.globalclimatestrike.net/event/globalclimatestrike_attend/24715 …  https://www.facebook.com/events/2281591315302172/?ti=cl …    Hashtags:    #fridaysforfuture #GreenSchools #ireland #school #environment #eco #climatechange #recycle #earth #climateaction #savetheplanet #cavan #climateaction #climatestrike #pollution #noplanetb #globalwarming","","","#fridaysforfuture #GreenSchools #ireland #school #environment #eco #climatechange #recycle #earth #climateaction #savetheplanet #cavan #climateaction #climatestrike #pollution #noplanetb #globalwarming","1177297223111061505","https://twitter.com/stpatscavangsc/status/1177297223111061505",""
"GCraughwell","2019-09-26 17:52","11","52","As always here on Twitter the message is lost. I fully support #GretaThurnberg & her drive for #ClimateChange awareness. I question who is behind her. Ask yourself how many 16year olds could get that far without some powerful influencers in the background.","","","#GretaThurnberg #ClimateChange","1177264813334040576","https://twitter.com/GCraughwell/status/1177264813334040576",""
"DavidLee8885","2019-09-26 16:50","1","18","Thank God for climate change. Mass extinction can't come soon enough https://twitter.com/Brittany_broski/status/1176618025799208960 …","","","","1177249020093353984","https://twitter.com/DavidLee8885/status/1177249020093353984",""
"JaneFondaCox","2019-09-26 16:11","0","0","ya you don’t have to worry about climate change because you’ll be well dead and gone by the time it has any affect on you","","","","1177239304021643264","https://twitter.com/JaneFondaCox/status/1177239304021643264",""
"ChambersIreland","2019-09-26 14:57","0","0","Thomas Duffy: ""how we tie the message of climate change back to people is important, people see it as having things done to them, something external. What you have to say to them you've bought feed that has been wasted, or fertiliser that gone off into the air"" #powerthefuture","","","#powerthefuture","1177220588018044928","https://twitter.com/ChambersIreland/status/1177220588018044928",""
"CriticalMediaR","2019-09-26 11:57","0","0","The level of stupidity around people being angry at teenagers for caring about pollution/climate change is something to behold.","","","","1177175466010193921","https://twitter.com/CriticalMediaR/status/1177175466010193921",""
"john003","2019-09-26 11:04","0","0","Not just RTE no tv or radio station would give any airtime to contrarian position on climate change....Even Al Jazeera owned by gas producing Qatar would never have a climate change sceptic on...","","","","1177161921855983616","https://twitter.com/john003/status/1177161921855983616",""
"LynneCrowther","2019-09-26 11:00","2","5","The CEO of @EirGrid , @markfoleyce talking about leading the island’s electricity sector on sustainability & climate change at the #eirgrid annual conference #Sustainability #powerthefuturepic.twitter.com/1OxQUuNMNt","","@EirGrid @markfoleyce","#eirgrid #Sustainability #powerthefuturepic","1177160915323686912","https://twitter.com/LynneCrowther/status/1177160915323686912",""
"NoelCunniffeIE","2019-09-26 10:46","2","18","Inspiring keynote by @ProfBrianCox at the @EirGrid Annual Conference and Strategy Launch this morning. Putting #climatechange in a larger perspective as a potential threat to the all known intelligent life in our galaxy is one way to make people pay attention! #powerthefuturepic.twitter.com/b9Va2JP9PB","","@ProfBrianCox @EirGrid","#climatechange #powerthefuturepic","1177157570726903809","https://twitter.com/NoelCunniffeIE/status/1177157570726903809",""
"donlonbrands","2019-09-26 10:23","3","8","Brian Cox delivered a thought-provoking (if not alarming!) presentation explaining how other planets in our solar system became incompatible with life due to runaway climate change - and that we have a limited window to prevent this happening on Earth. #powerthefuturepic.twitter.com/FNgXUOmOGK","","","#powerthefuturepic","1177151762182082560","https://twitter.com/donlonbrands/status/1177151762182082560",""
"LynneCrowther","2019-09-26 10:14","4","11","I’m feeling inspired by the talk about climate change by @ProfBrianCox at the @EirGrid annual conference #eirgrid #Sustainability #powerthefuturepic.twitter.com/EdBrWrHUFT","","@ProfBrianCox @EirGrid","#eirgrid #Sustainability #powerthefuturepic","1177149460402622465","https://twitter.com/LynneCrowther/status/1177149460402622465",""
"philkearney","2019-09-26 09:49","2","1","Oceans report makes Irish action on climate change more urgent, experts say https://www.irishtimes.com/news/environment/oceans-report-makes-irish-action-on-climate-change-more-urgent-experts-say-1.4030081 …","","","","1177143228526731264","https://twitter.com/philkearney/status/1177143228526731264",""
"davconnolly","2019-09-26 09:34","4","15","Great to see @EirGrid leading the way in the fight against Climate Change #PowertheFuturehttps://twitter.com/EirGrid/status/1177130687180103680 …","","@EirGrid","#PowertheFuturehttps","1177139253068935168","https://twitter.com/davconnolly/status/1177139253068935168",""
"aislingshanley","2019-09-26 08:21","0","1","Eleventy billion students on this bus this week. If you've skipped school for climate change, you shouldn't be riding the bus 3 stops. Walk.","","","","1177120894529015808","https://twitter.com/aislingshanley/status/1177120894529015808",""
"VonnyPoo","2019-09-26 07:03","0","3","Got rid of someone that I am friends with for years becaus me they had a post saying climate change isn’t real. Okay hun xxx","","","","1177101401320767490","https://twitter.com/VonnyPoo/status/1177101401320767490",""
"therediconic","2019-09-26 00:13","1","0","Climate change a central theme to @PresidentIRL speech at the UN -emphasizing that we need strong political and moral will to realize that how we connect with ecology, economy and society must change and thus we must have the courage to act","","@PresidentIRL","","1176998237733081089","https://twitter.com/therediconic/status/1176998237733081089",""
"Dermopj","2019-09-25 22:59","0","2","Climate change the new communism. The political elites and their crony capitalists still get to enjoy the fruits of life with no penalties. They indoctrinate the gullible plebs then piss down their necks and tell them its raining","","","","1176979456218587142","https://twitter.com/Dermopj/status/1176979456218587142",""
"jeff_johnston_","2019-09-25 21:50","1","6","The reality of climate change and what it will mean for our area if we do nothing. https://www.dublinlive.ie/news/dublin-news/scary-map-shows-what-parts-16979434 …","","","","1176962258653650945","https://twitter.com/jeff_johnston_/status/1176962258653650945",""
"FrancosBruvva","2019-09-25 21:42","0","0","So you are saying children should be quiet until they make themselves sexually available to rapists from the generation that has already failed them on climate change?","","","","1176960112386367497","https://twitter.com/FrancosBruvva/status/1176960112386367497",""
"EdsGingaNinja","2019-09-25 21:16","0","5","""If a 16 year old knows about climate change, I should be able to pay them for sex"" https://twitter.com/jmrphy/status/1176703990056267777 …","","","","1176953704379015168","https://twitter.com/EdsGingaNinja/status/1176953704379015168",""
"swanireland","2019-09-25 21:13","1","7","Oceans report makes Irish action on climate change more urgent, experts say https://www.irishtimes.com/news/environment/oceans-report-makes-irish-action-on-climate-change-more-urgent-experts-say-1.4030081 …","","","","1176952806940532736","https://twitter.com/swanireland/status/1176952806940532736",""
"maerkelig","2019-09-25 20:36","2","3",".@cassandrafish ""The new @IPCC_CH Special Report on the Ocean and Cryosphere [#SROCC] makes clear that no action on #climatechange is not a viable path forward."" & act on Southern #Ocean protection #CCAMLR member states can do ... but will they? http://bit.ly/2mMOBZj pic.twitter.com/XksCXJBJlW","","@cassandrafish @IPCC_CH","#SROCC #climatechange #Ocean #CCAMLR","1176943457287512066","https://twitter.com/maerkelig/status/1176943457287512066",""
"HouriganMike","2019-09-25 20:34","0","0","""What we do in the next few years, will determine the next few thousand years."" 🌍🌍🌍 Sir David Attenborough's message to World Leaders  #ClimateChange #ClimateAction #WednesdayWisdomhttps://youtu.be/fyYpExl8AJU ","","","#ClimateChange #ClimateAction #WednesdayWisdomhttps","1176943055678709762","https://twitter.com/HouriganMike/status/1176943055678709762","🌍 🌎 🌏"
"BrianMckeon","2019-09-25 20:32","1","4","""Peatlands are estimated to store 20 to 30 per cent of the world’s soil carbon – three times more than that stored in tropical rainforests"". Is anyone really listening to @GretaThunberg and the rest of our young people? @greenparty_ie #bogs #ClimateChange https://twitter.com/Niall_Sargent/status/1176908583885295621 …","","@GretaThunberg @greenparty_ie","#bogs #ClimateChange","1176942683870437378","https://twitter.com/BrianMckeon/status/1176942683870437378",""
"achillseasalt","2019-09-25 16:56","2","8","#Climatefest is a great event happening this weekend in Castlebar! Head along to learn about how we can live more sustainably and tackle climate change https://twitter.com/MayoDotIE/status/1171453278669828098 …","","","#Climatefest","1176888181897211904","https://twitter.com/achillseasalt/status/1176888181897211904",""
"davydublin47","2019-09-25 16:05","0","2","Please send us a link to anything at all that says Greta has saved peoples lives are even something that's says people are currently dying because of Climate change. This is getting ridiculous 🤣🤣","","","","1176875495331454977","https://twitter.com/davydublin47/status/1176875495331454977","🤣 🤣"
"lezf47","2019-09-25 15:35","0","0","BBC News - Climate change: UN panel signals red alert on 'Blue Planet'  https://www.bbc.co.uk/news/science-environment-49817804 …","","","","1176867778445418498","https://twitter.com/lezf47/status/1176867778445418498",""
"DubLoony","2019-09-25 15:29","0","0","M*GA, pro-trump, Islamaphobic, climatechange denier, it's a paid troll. Best to block & ignore","","","","1176866232554983430","https://twitter.com/DubLoony/status/1176866232554983430",""
"A_lee_see_ahh","2019-09-25 14:41","4","27","Will I live to see the day people stop blaming individuals for climate change and realise that 100 of the world’s biggest companies emit 70% of CO2 emissions?","","","","1176854248111443969","https://twitter.com/A_lee_see_ahh/status/1176854248111443969",""
"cbuilde","2019-09-25 14:37","3","7","Sean Canney @SeanCanney Minister of State and CABE Ambassador shares his afternoon address at #buildeng19 discussing climate change and broadband provision. pic.twitter.com/7qPEvB5Bh6","","@SeanCanney","#buildeng19","1176853355358040064","https://twitter.com/cbuilde/status/1176853355358040064",""
"LNBDublin","2019-09-25 14:31","4","9","Goldman Sachs on Climate Change: ""Given the scale of the task, urban adaptation will likely need to draw on innovative sources of financing.......    Oh Did we mention we are in banking?    #ClimateAction  https://markets.businessinsider.com/news/stocks/goldman-sachs-climate-change-threatens-new-york-tokyo-lagos-cities-2019-9-1028552494 …https://twitter.com/businessinsider/status/1176844953844101120 …","","","#ClimateAction","1176851812449771520","https://twitter.com/LNBDublin/status/1176851812449771520",""
"Dermopj","2019-09-25 14:07","0","0","How much money is given to Tinpot dictators around the world with your  backing .Climate change is the biggest money grabbing laundering government fraud since communism .","","","","1176845744671731712","https://twitter.com/Dermopj/status/1176845744671731712",""
"katiemhalton","2019-09-25 12:16","1","3","Imagine if Ryan Tubridy actually listened to the reality Greta Thunberg speaks of and donated some of his exorbitant wages to NGOs that fight against climate change, just imagine because that will never happen https://twitter.com/weekndatfernies/status/1176599763493560320 …","","","","1176817816894365697","https://twitter.com/katiemhalton/status/1176817816894365697",""
"frankfallon41","2019-09-25 12:04","0","0","My reaction when I think about future generations having to suffer because of climate change pic.twitter.com/AFxXA8iuPp","","","","1176814665483071488","https://twitter.com/frankfallon41/status/1176814665483071488",""
"maerkelig","2019-09-25 11:23","2","4","""The capacity of governance systems in polar and #ocean regions to respond to #climatechange impacts has strengthened recently, but this development is not sufficiently rapid or robust to adequately address the scale of increasing projected risks.""#CCAMLR http://bit.ly/2lrQDy2 pic.twitter.com/kHgh9KesIa","","","#ocean #climatechange #CCAMLR","1176804516617957377","https://twitter.com/maerkelig/status/1176804516617957377",""
"Dermopj","2019-09-25 09:56","1","10","People aren't threaten by a young girl .They see the climate change complex cowardly agenda by hiding behind and  using a mentally vulnerable child to further their fraudulent propaganda  .","","","","1176782543569530880","https://twitter.com/Dermopj/status/1176782543569530880",""
"Squarzelfitz","2019-09-25 09:11","0","2","So, let’s see an article showing the empirical evidence proving CO2 as the driving force behind global climate change then.     Shouldn’t be a problem for you if it exists.    But you won’t because it doesn’t exist.    But who cares about little things like facts?","","","","1176771117886971905","https://twitter.com/Squarzelfitz/status/1176771117886971905",""
"Squarzelfitz","2019-09-25 09:10","0","2","So, let’s see an article showing the empirical evidence proving CO2 as the driving force behind global climate change then.     Shouldn’t be a problem for you to print it if it exists.    But you won’t because it doesn’t exist.    But who cares about little things like facts?","","","","1176770837623562240","https://twitter.com/Squarzelfitz/status/1176770837623562240",""
"Redhead63975379","2019-09-25 08:41","0","0","Sandra, did you read the earlier comment? Is the girl in Limerick actually going to die of ‘Climate Change’ so? That was the point... hyperbole is ruining the argument.","","","","1176763676038172672","https://twitter.com/Redhead63975379/status/1176763676038172672",""
